134910,134910,134910
0,0,0
0,0.0333333,0
0,0.0666667,0
0,0.1,0
0,0.133333,0
0,0.166667,0
0,0.2,0
0,0.233333,0
0,0.266667,0
0,0.3,0
0,0.333333,0
0,0.366667,0
0,0.4,0
0,0.433333,0
0,0.466667,0
0,0.5,0
0,0.533333,0
0,0.566667,0
0,0.6,0
0,0.633333,0
0,0.666667,0
0,0.7,0
0,0.733333,0
0,0.766667,0
0,0.8,0
0,0.833333,0
0,0.866667,0
0,0.9,0
0,0.933333,0
0,0.966667,0
0,1,0
0,0,0.0333333
0,0.0333333,0.0333333
0,0.0666667,0.0333333
0,0.1,0.0333333
0,0.133333,0.0333333
0,0.166667,0.0333333
0,0.2,0.0333333
0,0.233333,0.0333333
0,0.266667,0.0333333
0,0.3,0.0333333
0,0.333333,0.0333333
0,0.366667,0.0333333
0,0.4,0.0333333
0,0.433333,0.0333333
0,0.466667,0.0333333
0,0.5,0.0333333
0,0.533333,0.0333333
0,0.566667,0.0333333
0,0.6,0.0333333
0,0.633333,0.0333333
0,0.666667,0.0333333
0,0.7,0.0333333
0,0.733333,0.0333333
0,0.766667,0.0333333
0,0.8,0.0333333
0,0.833333,0.0333333
0,0.866667,0.0333333
0,0.9,0.0333333
0,0.933333,0.0333333
0,0.966667,0.0333333
0,1,0.0333333
0,0,0.0666667
0,0.0333333,0.0666667
0,0.0666667,0.0666667
0,0.1,0.0666667
0,0.133333,0.0666667
0,0.166667,0.0666667
0,0.2,0.0666667
0,0.233333,0.0666667
0,0.266667,0.0666667
0,0.3,0.0666667
0,0.333333,0.0666667
0,0.366667,0.0666667
0,0.4,0.0666667
0,0.433333,0.0666667
0,0.466667,0.0666667
0,0.5,0.0666667
0,0.533333,0.0666667
0,0.566667,0.0666667
0,0.6,0.0666667
0,0.633333,0.0666667
0,0.666667,0.0666667
0,0.7,0.0666667
0,0.733333,0.0666667
0,0.766667,0.0666667
0,0.8,0.0666667
0,0.833333,0.0666667
0,0.866667,0.0666667
0,0.9,0.0666667
0,0.933333,0.0666667
0,0.966667,0.0666667
0,1,0.0666667
0,0,0.1
0,0.0333333,0.1
0,0.0666667,0.1
0,0.1,0.1
0,0.133333,0.1
0,0.166667,0.1
0,0.2,0.1
0,0.233333,0.1
0,0.266667,0.1
0,0.3,0.1
0,0.333333,0.1
0,0.366667,0.1
0,0.4,0.1
0,0.433333,0.1
0,0.466667,0.1
0,0.5,0.1
0,0.533333,0.1
0,0.566667,0.1
0,0.6,0.1
0,0.633333,0.1
0,0.666667,0.1
0,0.7,0.1
0,0.733333,0.1
0,0.766667,0.1
0,0.8,0.1
0,0.833333,0.1
0,0.866667,0.1
0,0.9,0.1
0,0.933333,0.1
0,0.966667,0.1
0,1,0.1
0,0,0.133333
0,0.0333333,0.133333
0,0.0666667,0.133333
0,0.1,0.133333
0,0.133333,0.133333
0,0.166667,0.133333
0,0.2,0.133333
0,0.233333,0.133333
0,0.266667,0.133333
0,0.3,0.133333
0,0.333333,0.133333
0,0.366667,0.133333
0,0.4,0.133333
0,0.433333,0.133333
0,0.466667,0.133333
0,0.5,0.133333
0,0.533333,0.133333
0,0.566667,0.133333
0,0.6,0.133333
0,0.633333,0.133333
0,0.666667,0.133333
0,0.7,0.133333
0,0.733333,0.133333
0,0.766667,0.133333
0,0.8,0.133333
0,0.833333,0.133333
0,0.866667,0.133333
0,0.9,0.133333
0,0.933333,0.133333
0,0.966667,0.133333
0,1,0.133333
0,0,0.166667
0,0.0333333,0.166667
0,0.0666667,0.166667
0,0.1,0.166667
0,0.133333,0.166667
0,0.166667,0.166667
0,0.2,0.166667
0,0.233333,0.166667
0,0.266667,0.166667
